praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
3.580737295494233,3.1484533605716547,2.9014215940827497,3.9318256327243257,3.1822118404966093,3.563882963939251,3.9589065913269965,5.733341276897746,2.653241964607215,3.686376323895818,5.2832037287379885
3.730501128804756,3.250374491927572,2.6390573296152584,4.152613470346076,3.6686767467964168,1.814824742159051,2.7536607123542622,6.513230110912307,3.370738174177447,3.756538102587751,3.1822118404966093
3.8437441646748516,2.8154087194227095,2.653241964607215,3.104586678466073,2.1400661634962708,3.214867803470662,3.914021008090819,7.232010331664759,3.0204248861443626,3.676300671907076,3.086486636822455
3.7999735016195233,3.407841924380824,2.740840023925201,2.9231615807191558,2.6461747973841225,2.259677591982769,2.6026896854443837,6.432940092739179,3.5553480614894135,4.232656178019613,3.370738174177447
4.393213824064446,4.401829261970061,1.6882490928583902,5.3471075307174685,3.0204248861443626,2.4423470353692043,3.597312260588446,6.0473721790462776,3.32862668882732,3.720862499966987,2.791165107812717
4.055257173514054,2.9069010598473755,3.122364924487357,2.9496883350525844,2.617395832834079,2.3243465847755584,3.173878458937465,6.315358001522335,3.676300671907076,4.109233174715851,2.9391619220655967
4.091005660956586,3.0204248861443626,1.2725655957915476,3.7471483622379123,1.1662709371419244,3.0007198150650303,3.5467396869528134,5.786897381366708,3.173878458937465,3.493472657771326,3.077312260546414
4.00369019395397,2.617395832834079,2.4765384001174837,2.5952547069568657,3.459466289786131,3.054001181677967,3.6609942506244004,6.0014148779611505,3.1570004211501135,3.676300671907076,3.086486636822455
4.08260930600368,3.1822118404966093,2.990719731730447,4.383275854074314,3.2347491740244907,3.616308761279101,3.906004933102583,6.063785208687608,2.7536607123542622,3.3978584803966405,2.6100697927420065
5.081404364984463,3.370738174177447,2.0918640616783932,4.7535901911063645,2.8390784635086144,1.7850704810772584,2.5952547069568657,7.124478262493424,1.2412685890696329,3.475067230228611,4.436751534363128
3.835141961092188,2.340843805111136,2.580216829592325,4.00369019395397,3.353406717825807,1.665818245870208,3.353406717825807,6.396929655216146,3.6686767467964168,4.401829261970061,4.941642422609304
4.019980146933238,3.380994674344636,2.2353763433005955,2.340843805111136,3.077312260546414,3.676300671907076,4.109233174715851,6.80128303447162,2.617395832834079,3.2068032436339315,2.6741486494265287
4.455509411433685,3.32862668882732,3.269568939183719,3.8877303128591016,3.173878458937465,2.681021528714291,2.7212954278522306,5.983936280687191,1.747459210331475,2.300583090323373,3.7909846770510898
4.700480365792417,3.7999735016195233,2.3485140248824456,5.840641657373398,4.117409835153096,3.3357695763397,3.775057150354989,5.768320995793772,2.766319109226186,3.6609942506244004,2.9338568698359038
3.2846635654062037,2.791165107812717,0.6931471805599453,4.795790545596741,3.2068032436339315,1.3056264580524357,2.990719731730447,2.4159137783010487,1.7850704810772584,3.720862499966987,5.402677381872279
3.9415818076696905,3.370738174177447,3.353406717825807,3.3978584803966405,2.6946271807700692,2.7536607123542622,3.250374491927572,5.948034989180646,2.791165107812717,3.044522437723423,2.163323025660538
4.251348311031766,2.9338568698359038,2.9338568698359038,4.144720769547168,3.1822118404966093,1.3110318766193438,2.6602595372658615,6.333279628139691,1.6956156086751528,3.044522437723423,4.663439094112067
4.152613470346076,3.0106208860477417,2.252343876557299,3.086486636822455,3.6938669956249757,1.7029282555214393,3.250374491927572,6.163314804034641,3.1986731175506815,3.906004933102583,3.1570004211501135
4.232656178019613,3.7999735016195233,2.517696472610991,3.0106208860477417,2.8213788864092133,2.9338568698359038,3.676300671907076,7.2682230211595655,3.493472657771326,4.215086179918229,3.713572066704308
4.330733340286331,4.074141854904581,1.776645831418007,2.797281334830153,3.242592351485517,3.131136910560194,3.616308761279101,5.455321115357702,3.104586678466073,3.8522730010223722,2.8903717578961645
3.949318790171843,3.765840495250065,2.1482677326096886,4.812184355372417,3.8979240810486444,1.9823798288367047,3.616308761279101,6.93537044601511,2.6026896854443837,3.520460802488973,4.6913478822291435
4.393213824064446,3.0633909220278057,3.2228678461377385,3.1570004211501135,3.044522437723423,2.2844211223663744,3.2228678461377385,6.1463292576688975,3.0007198150650303,3.580737295494233,1.9671123567059163
4.152613470346076,3.122364924487357,3.131136910560194,3.139832617527748,1.572773928062509,3.6938669956249757,4.33990170837321,7.1785454837637,2.2762411176544437,3.1654750481410856,2.5416019934645457
3.949318790171843,3.269568939183719,1.998773638612381,4.3489867805956814,2.9014215940827497,2.3085671646715933,2.797281334830153,6.513230110912307,1.7334238922150915,3.32862668882732,5.159055299214529
4.330733340286331,3.449987545831587,2.681021528714291,3.9589065913269965,3.765840495250065,3.269568939183719,3.597312260588446,6.1463292576688975,3.0633909220278057,3.7999735016195233,2.4069451083182885
4.100989104940769,3.269568939183719,2.5416019934645457,3.077312260546414,3.3638415951183864,1.5303947050936475,2.5952547069568657,3.4242626545931514,2.9014215940827497,3.5115454388310208,2.4423470353692043
5.204006687076795,3.6609942506244004,0.6931471805599453,5.680172609017068,3.92395157629342,1.998773638612381,2.6461747973841225,6.352629396319567,3.086486636822455,3.6686767467964168,2.9231615807191558
4.259859000699674,3.529297384289471,2.617395832834079,4.223909766576744,1.0681530811834012,1.623340817603092,3.3357695763397,6.881411303642535,4.463606621666305,4.804021044733257,3.5115454388310208
4.065602093356446,3.0007198150650303,2.4932054526026954,3.765840495250065,2.0294631718735947,1.9213246735826988,2.6741486494265287,6.306275286948016,3.8264651170664994,4.401829261970061,4.286341384539473
4.428433007488037,3.449987545831587,2.7013612129514133,2.975529566236472,2.0693912058263346,3.1986731175506815,3.6506582412937387,6.037870919922137,2.0215475632609334,2.8735646395797834,4.570578741218473
3.597312260588446,3.242592351485517,2.8154087194227095,3.597312260588446,2.5572273113676265,3.131136910560194,3.8437441646748516,5.777652323222656,2.052840859882657,3.190476350346503,2.5572273113676265
4.401829261970061,3.3638415951183864,2.9391619220655967,3.775057150354989,2.9069010598473755,1.3454723665996355,3.077312260546414,5.241747015059643,3.077312260546414,3.529297384289471,2.917770732084279
4.736198448394496,3.8437441646748516,2.468099531471619,5.043425116919247,4.08260930600368,2.6461747973841225,3.1135153092103742,5.823045895483019,1.8671761085128091,3.044522437723423,2.340843805111136
2.2925347571405443,2.4069451083182885,2.424802725718295,4.499809670330265,3.414442608412176,5.204006687076795,5.87493073085203,7.4570320891223805,3.2228678461377385,3.765840495250065,3.077312260546414
3.5890591188317256,2.714694743820879,2.0918640616783932,3.054001181677967,3.502549875922443,2.631888840136646,3.1570004211501135,6.369900982828227,3.6506582412937387,3.879499813722586,2.3485140248824456
3.2228678461377385,2.5877640352277083,2.617395832834079,4.152613470346076,3.3214324131932926,2.316487998163037,2.8622008809294686,6.306275286948016,3.2846635654062037,4.109233174715851,4.401829261970061
5.10594547390058,3.529297384289471,1.9139771019523042,3.3877743613300146,2.6878474937846906,2.8507065015037334,3.2228678461377385,5.768320995793772,3.1570004211501135,3.597312260588446,2.5952547069568657
4.074141854904581,3.3357695763397,2.803360380906535,4.065602093356446,3.0204248861443626,3.292126286607793,3.572345637857985,5.948034989180646,1.3987168811184478,3.3357695763397,4.37449836825309
4.517431271680085,3.3463891451671604,3.713572066704308,4.5880240271531205,4.276666119016055,2.4765384001174837,2.990719731730447,6.063785208687608,1.6956156086751528,3.7819143200811256,4.401829261970061
3.676300671907076,2.617395832834079,1.6808279085207734,3.1654750481410856,3.2068032436339315,1.6524974018945473,2.468099531471619,6.361302477572996,1.0508216248317612,2.124653884501384,1.4883995840570443
3.9589065913269965,3.632309102625542,2.617395832834079,3.720862499966987,3.122364924487357,2.617395832834079,3.292126286607793,6.504288173536645,1.252762968495368,2.766319109226186,4.188138441508461
3.32862668882732,2.7788192719904172,2.975529566236472,3.068052935133617,2.2438960966453663,3.0633909220278057,3.676300671907076,6.082218910376446,2.5416019934645457,3.2347491740244907,2.797281334830153
4.046553898385752,3.095577608523707,2.617395832834079,3.095577608523707,4.074141854904581,2.714694743820879,3.0349529867072724,6.163314804034641,3.292126286607793,3.703768066607687,4.33990170837321
4.268297869345539,3.597312260588446,2.9652730660692823,3.8437441646748516,3.8877303128591016,2.9856819377004897,3.484312288372662,6.037870919922137,2.3978952727983707,3.1484533605716547,2.0373166153791646
4.091005660956586,3.5890591188317256,2.580216829592325,2.8622008809294686,3.2228678461377385,2.9652730660692823,3.5467396869528134,5.8944028342648505,2.8507065015037334,3.0349529867072724,2.4336133554004498
4.251348311031766,3.597312260588446,2.9069010598473755,3.9318256327243257,3.0349529867072724,2.252343876557299,2.975529566236472,5.0238805208462765,2.5649493574615367,3.4688560301359703,3.353406717825807
4.259859000699674,3.871201010907891,3.2771447329921766,5.6240175061873385,4.356708826689592,3.520460802488973,3.9589065913269965,6.684611727667927,3.0252910757955354,3.8877303128591016,2.856470206220483
4.663439094112067,4.109233174715851,3.044522437723423,3.0252910757955354,2.7788192719904172,2.060513531794317,3.1822118404966093,6.97166860472579,0.9820784724121582,3.8979240810486444,1.7334238922150915
4.144720769547168,3.9684033388642534,2.681021528714291,3.4404180948154366,2.451005098112319,2.72785282839839,3.6609942506244004,6.541029999189903,2.0135687975291283,3.258096538021482,4.526126978647638
4.330733340286331,3.5380565643793527,0.6931471805599453,3.484312288372662,0.6931471805599453,3.0349529867072724,3.353406717825807,6.226536669287466,2.975529566236472,3.4688560301359703,2.1564025828159643
3.0633909220278057,2.7788192719904172,2.196112848483529,4.624972813284271,3.6082115510464816,2.316487998163037,3.173878458937465,5.993961427306569,2.5416019934645457,3.1654750481410856,2.060513531794317
3.8877303128591016,3.0252910757955354,2.917770732084279,3.529297384289471,4.418840607796598,2.9391619220655967,3.5890591188317256,6.863803391452954,3.1570004211501135,3.7909846770510898,3.044522437723423
4.109233174715851,3.9945242269398897,2.5494451709255714,4.365643155423357,2.631888840136646,2.4932054526026954,3.6609942506244004,7.249925536717988,2.9856819377004897,3.414442608412176,2.8791984572980396
3.8628327612373745,3.3357695763397,2.5952547069568657,4.700480365792417,3.131136910560194,3.1135153092103742,3.6686767467964168,5.337538079701318,2.4849066497880004,3.475067230228611,2.5649493574615367
3.9684033388642534,3.104586678466073,3.914021008090819,4.091005660956586,2.468099531471619,4.091005660956586,5.303304908059076,8.023552392404348,2.791165107812717,3.6938669956249757,2.8154087194227095
3.493472657771326,3.214867803470662,2.7788192719904172,2.617395832834079,1.724550719534605,2.0451088625993306,2.772588722239781,6.333279628139691,0.6931471805599453,4.241326752570746,2.2192034840549946
4.552823705615882,3.3463891451671604,4.223909766576744,4.9344739331306915,3.459466289786131,3.370738174177447,3.8522730010223722,6.810142450115136,1.3056264580524357,2.0769384114617173,4.276666119016055
4.188138441508461,3.190476350346503,2.791165107812717,2.6100697927420065,2.3085671646715933,3.0252910757955354,3.5890591188317256,6.693323668269949,1.2149127443642704,3.044522437723423,2.187174241482718
5.0369526024136295,4.820281565605037,2.5649493574615367,3.572345637857985,4.1713056033582285,2.259677591982769,3.3032169733019514,6.154858094016418,0.6931471805599453,2.5649493574615367,2.3896797998449792
2.8735646395797834,2.5952547069568657,2.0844290831908747,5.4638318050256105,3.580737295494233,3.8264651170664994,4.188138441508461,7.519692404116539,3.1986731175506815,3.616308761279101,3.449987545831587
4.286341384539473,3.2771447329921766,2.6461747973841225,2.5649493574615367,3.7909846770510898,2.580216829592325,3.475067230228611,6.486160788944089,2.163323025660538,2.856470206220483,3.914021008090819
3.597312260588446,3.2068032436339315,1.358409157630355,1.6601310267496185,2.631888840136646,2.6390573296152584,3.1654750481410856,6.154858094016418,2.1713368063840917,3.5380565643793527,2.8507065015037334
4.436751534363128,4.135166556742356,2.6390573296152584,3.572345637857985,2.5877640352277083,1.4951487660319727,3.0204248861443626,5.480638923341991,1.2612978709452054,1.3056264580524357,1.9600947840472698
3.493472657771326,2.2844211223663744,2.631888840136646,5.043425116919247,4.055257173514054,2.8791984572980396,2.833213344056216,6.073044534100405,2.3570732782781154,3.906004933102583,4.01096295328305
3.414442608412176,3.054001181677967,2.163323025660538,4.836281906951478,3.3463891451671604,4.499809670330265,5.017279836814924,6.684611727667927,1.3110318766193438,2.797281334830153,3.914021008090819
5.713732805509369,5.786897381366708,2.9231615807191558,3.2846635654062037,2.4595888418037104,3.407841924380824,3.6686767467964168,5.749392985908253,2.468099531471619,3.624340932976365,2.9014215940827497
3.720862499966987,2.8622008809294686,2.5257286443082556,6.226536669287466,4.223909766576744,3.0106208860477417,3.4242626545931514,6.182084906716632,1.366091653802371,2.791165107812717,4.499809670330265
3.407841924380824,2.797281334830153,2.373043556642607,3.1822118404966093,4.276666119016055,1.998773638612381,3.871201010907891,6.324358962381311,3.044522437723423,3.242592351485517,2.163323025660538
3.8522730010223722,3.2846635654062037,2.617395832834079,3.2347491740244907,3.6428355156125294,2.8791984572980396,3.6082115510464816,5.929589143389895,1.8671761085128091,3.6938669956249757,4.570578741218473
3.975936331171799,3.1135153092103742,3.3357695763397,5.049856007249537,4.232656178019613,2.1077860146889784,3.214867803470662,6.710523109452428,1.5238800240724537,3.258096538021482,4.544358046591334
3.906004933102583,3.624340932976365,2.975529566236472,2.451005098112319,2.7013612129514133,1.9600947840472698,3.292126286607793,6.917705609835305,2.4159137783010487,3.1654750481410856,2.791165107812717
4.463606621666305,4.418840607796598,4.795790545596741,5.786897381366708,4.383275854074314,2.0294631718735947,2.4765384001174837,6.584791392385716,2.5726122302071057,3.131136910560194,1.8594181177018698
4.33990170837321,3.292126286607793,3.1135153092103742,4.180522258463153,3.835141961092188,2.2278615467981093,3.380994674344636,6.369900982828227,2.8154087194227095,3.632309102625542,2.6878474937846906
4.08260930600368,3.131136910560194,2.766319109226186,2.9652730660692823,3.4404180948154366,1.8671761085128091,2.9014215940827497,6.890609120147166,2.8507065015037334,3.1135153092103742,2.803360380906535
4.091005660956586,3.580737295494233,2.6602595372658615,4.428433007488037,3.6686767467964168,3.1570004211501135,3.3638415951183864,5.940171252720432,2.0215475632609334,2.9652730660692823,3.906004933102583
4.727387818712341,3.353406717825807,3.380994674344636,4.232656178019613,3.449987545831587,2.468099531471619,2.8735646395797834,6.0014148779611505,2.9338568698359038,3.4242626545931514,2.1713368063840917
4.215086179918229,3.407841924380824,1.220829921392359,2.4765384001174837,3.502549875922443,3.173878458937465,3.502549875922443,5.940171252720432,2.72785282839839,3.459466289786131,2.9231615807191558
3.703768066607687,3.214867803470662,2.0294631718735947,4.927253685157205,3.0633909220278057,3.1654750481410856,3.6686767467964168,5.749392985908253,2.8390784635086144,3.044522437723423,2.4423470353692043
3.624340932976365,2.803360380906535,1.2669476034873244,2.2353763433005955,3.713572066704308,2.8213788864092133,3.572345637857985,5.641907070938114,3.104586678466073,3.3877743613300146,2.7013612129514133
3.6686767467964168,3.2846635654062037,3.502549875922443,4.100989104940769,4.9344739331306915,3.2228678461377385,3.624340932976365,5.805134968916488,3.676300671907076,4.232656178019613,2.8507065015037334
3.756538102587751,3.104586678466073,2.340843805111136,2.187174241482718,3.5115454388310208,2.6602595372658615,4.127134385045092,6.755768921984255,1.3376291891386096,2.9069010598473755,4.180522258463153
4.144720769547168,2.9496883350525844,3.250374491927572,4.736198448394496,3.2771447329921766,2.8903717578961645,3.572345637857985,6.405228458030842,1.6601310267496185,2.6741486494265287,4.294560608892605
5.123963979403259,4.383275854074314,2.365559892155434,4.718498871295094,3.054001181677967,3.380994674344636,4.499809670330265,7.29505641646263,3.0633909220278057,3.407841924380824,2.631888840136646
4.037774210733707,3.3877743613300146,3.292126286607793,3.9684033388642534,4.188138441508461,2.1400661634962708,2.9231615807191558,5.605802066295998,1.1662709371419244,1.6956156086751528,2.373043556642607
4.446174454497633,4.286341384539473,2.631888840136646,4.544358046591334,3.624340932976365,2.2925347571405443,2.9338568698359038,6.810142450115136,2.3085671646715933,3.258096538021482,3.765840495250065
4.117409835153096,3.269568939183719,3.0007198150650303,3.3463891451671604,3.817712325956905,3.817712325956905,4.188138441508461,7.088408778675395,3.086486636822455,3.92395157629342,2.917770732084279
4.065602093356446,3.131136910560194,3.6686767467964168,3.676300671907076,4.410371107683024,1.9213246735826988,2.631888840136646,5.616771097666572,2.833213344056216,3.1135153092103742,2.766319109226186
4.3489867805956814,3.520460802488973,3.4339872044851463,4.117409835153096,3.92395157629342,1.8671761085128091,2.72785282839839,4.481871969643598,2.4932054526026954,3.3463891451671604,2.131796772013764
4.579852378003801,4.787491742782046,2.803360380906535,4.276666119016055,2.7013612129514133,3.0204248861443626,3.502549875922443,6.2166061010848646,3.949318790171843,4.330733340286331,3.32862668882732
3.676300671907076,2.9338568698359038,3.502549875922443,4.7535901911063645,4.127134385045092,2.451005098112319,3.104586678466073,6.873163834212518,1.791759469228055,3.0633909220278057,3.580737295494233
4.206184043977636,3.8628327612373745,2.163323025660538,3.0252910757955354,4.33990170837321,2.8154087194227095,2.9338568698359038,6.253828811575473,2.5649493574615367,2.6946271807700692,2.766319109226186
4.727387818712341,4.383275854074314,2.124653884501384,2.772588722239781,3.6082115510464816,2.451005098112319,3.502549875922443,5.948034989180646,2.766319109226186,3.4688560301359703,2.5649493574615367
3.871201010907891,3.1484533605716547,2.580216829592325,4.30406509320417,3.2228678461377385,1.501852701754163,2.517696472610991,5.831882477283517,1.890095369948917,2.7013612129514133,4.552823705615882
4.481871969643598,4.019980146933238,3.0252910757955354,2.259677591982769,3.250374491927572,2.8213788864092133,3.529297384289471,6.630683385642372,3.242592351485517,3.730501128804756,3.258096538021482
4.074141854904581,3.0007198150650303,3.173878458937465,3.0007198150650303,2.509599262378372,2.9856819377004897,4.065602093356446,6.612041034833092,2.2679936482244267,2.2353763433005955,3.2347491740244907
4.534747721691546,3.4688560301359703,2.990719731730447,3.1484533605716547,3.563882963939251,2.681021528714291,3.414442608412176,5.955837369464831,2.1077860146889784,2.9231615807191558,2.196112848483529
4.544358046591334,3.3978584803966405,2.3570732782781154,2.517696472610991,3.1822118404966093,3.0633909220278057,3.250374491927572,5.768320995793772,1.6370530794670737,3.054001181677967,4.812184355372417
4.68213122712422,3.632309102625542,2.833213344056216,3.686376323895818,3.407841924380824,2.9856819377004897,3.370738174177447,5.6240175061873385,1.0402767116551463,3.2771447329921766,4.5880240271531205
4.401829261970061,4.055257173514054,2.8390784635086144,3.353406717825807,1.6154199841116479,1.8373699804801074,1.9286186519452522,6.198478716492308,1.5085119938441398,1.8825138324965192,3.2347491740244907
3.8264651170664994,3.269568939183719,0.6931471805599453,5.0689042022202315,2.5877640352277083,2.7212954278522306,3.3032169733019514,6.244166900663736,2.0215475632609334,2.8390784635086144,3.5467396869528134
3.3463891451671604,2.9856819377004897,2.365559892155434,2.653241964607215,2.373043556642607,2.975529566236472,4.019980146933238,5.659482215759621,1.0577902941478545,3.0349529867072724,4.490881039585964
3.484312288372662,3.2846635654062037,3.242592351485517,3.5890591188317256,3.2846635654062037,2.714694743820879,3.2846635654062037,5.652489180268651,3.0633909220278057,3.380994674344636,3.8979240810486444
3.975936331171799,3.5380565643793527,2.211565694606877,3.2771447329921766,1.9065751436566365,3.449987545831587,3.7819143200811256,5.723585101952381,3.580737295494233,4.241326752570746,3.0633909220278057
4.286341384539473,3.3463891451671604,2.2844211223663744,2.9601050959108397,3.1822118404966093,2.714694743820879,3.3463891451671604,6.476972362889683,1.572773928062509,3.054001181677967,4.00369019395397
3.817712325956905,3.32862668882732,2.803360380906535,4.481871969643598,2.6026896854443837,1.7101878155342434,2.833213344056216,5.940171252720432,1.5432981099295553,3.5115454388310208,4.356708826689592
4.321480134805848,3.3463891451671604,2.856470206220483,3.1654750481410856,1.0986122886681098,1.9823798288367047,2.7788192719904172,6.126869184114185,2.681021528714291,3.242592351485517,2.0215475632609334
3.8088822465086327,3.054001181677967,2.7013612129514133,2.9338568698359038,3.6938669956249757,3.1484533605716547,3.4404180948154366,6.1903154058531475,3.449987545831587,3.713572066704308,3.2068032436339315
3.7819143200811256,3.173878458937465,2.9069010598473755,2.9338568698359038,3.131136910560194,2.6461747973841225,3.632309102625542,6.566672429803241,2.6100697927420065,3.2347491740244907,4.197201947661808
4.383275854074314,3.3105430133940246,0.7839015438284094,1.601405740736836,3.7471483622379123,2.203869120054888,3.0633909220278057,6.234410725718371,1.5432981099295553,2.833213344056216,4.162003210695915
4.499809670330265,3.4339872044851463,3.8264651170664994,3.871201010907891,2.124653884501384,3.9852734671677386,4.5880240271531205,7.735870319952567,4.259859000699674,4.5612182984589085,2.2278615467981093
4.162003210695915,3.3463891451671604,2.740840023925201,4.401829261970061,3.7376696182833684,2.7788192719904172,3.6686767467964168,6.118097198041348,2.681021528714291,3.520460802488973,2.6461747973841225
3.3638415951183864,3.077312260546414,3.269568939183719,4.268297869345539,3.765840495250065,2.0769384114617173,3.104586678466073,5.749392985908253,3.250374491927572,3.817712325956905,3.1822118404966093
4.259859000699674,3.173878458937465,3.0106208860477417,2.917770732084279,2.373043556642607,3.077312260546414,3.370738174177447,5.545177444479562,2.6390573296152584,3.269568939183719,2.373043556642607
3.3978584803966405,2.8154087194227095,3.1654750481410856,3.6609942506244004,3.914021008090819,2.6390573296152584,3.1986731175506815,6.234410725718371,3.139832617527748,4.00369019395397,3.6082115510464816
4.634728988229636,3.459466289786131,2.1004689088719113,4.418840607796598,3.914021008090819,3.054001181677967,3.258096538021482,5.840641657373398,1.601405740736836,3.32862668882732,4.481871969643598
4.100989104940769,3.269568939183719,2.766319109226186,4.135166556742356,3.3032169733019514,3.1570004211501135,3.624340932976365,5.480638923341991,1.3190856114264407,2.740840023925201,4.365643155423357
4.508659285607248,3.475067230228611,2.9856819377004897,3.1570004211501135,2.2762411176544437,3.258096538021482,3.6506582412937387,6.056784013228625,3.4242626545931514,4.117409835153096,3.2228678461377385
5.303304908059076,3.529297384289471,3.0204248861443626,4.046553898385752,2.8390784635086144,3.122364924487357,3.597312260588446,5.723585101952381,1.6601310267496185,2.7212954278522306,4.570578741218473
4.144720769547168,2.9496883350525844,2.766319109226186,5.0106352940962555,4.144720769547168,1.7029282555214393,3.077312260546414,6.54965074223381,3.8088822465086327,4.836281906951478,4.065602093356446
3.8522730010223722,3.2068032436339315,2.9391619220655967,5.6240175061873385,3.7471483622379123,2.772588722239781,3.0204248861443626,5.814130531825066,2.8735646395797834,3.484312288372662,2.5494451709255714
5.0106352940962555,4.455509411433685,2.2438960966453663,2.196112848483529,2.9338568698359038,3.407841924380824,4.251348311031766,7.097548850614793,3.3105430133940246,3.8628327612373745,3.4339872044851463
